timestamp,smooth_cx,smooth_cy,is_predicted,source,processed_at
02DEC2023,321.5826771653543,365.42887139107614,False,Manual Upload (Validation),2026-01-26T19:32:02.054384
02DEC2023,321.5826721191406,365.4288635253906,False,Manual Upload (Validation),2026-01-26T19:34:57.128691
02DEC2023,321.5826721191406,365.4288635253906,True,Manual Upload (Validation),2026-01-26T19:34:57.204141
