timestamp,smooth_cx,smooth_cy,is_predicted,raw_cx,raw_cy
20231202_1928,103.89309692382812,758.6637573242188,True,254.93109814304498,107.94932548044883
20231202_1932,101.6475830078125,762.6394653320312,True,254.9506988976151,107.93959399092154
20231202_1937,99.40206909179688,766.6151733398438,True,254.92508354576327,107.92513759154004
20231202_1945,97.15655517578125,770.5908813476562,True,254.95669811914763,108.07661032804728
20231202_1949,94.91104125976562,774.5665893554688,True,254.92420639210175,107.9201617843116
20231202_1954,92.66552734375,778.5422973632812,True,254.88512965599264,107.89513091741301
20231202_1958,90.42001342773438,782.5180053710938,True,254.93472237216164,108.06023066681061
20231202_2002,88.17449951171875,786.4937133789062,True,254.9274359066686,107.99336562004898
20231202_2007,85.92898559570312,790.4694213867188,True,254.93325956711826,108.06620967596841
20231202_2015,83.6834716796875,794.4451293945312,True,254.911075109131,108.01026956482606
20231202_2019,81.43795776367188,798.4208374023438,True,254.90742257463526,108.01213244890062
20231202_2024,79.19244384765625,802.3965454101562,True,254.90371043819536,107.9974345587441
20231202_2028,76.94692993164062,806.3722534179688,True,254.89828601263886,107.99161010388347
20231202_2032,74.701416015625,810.3479614257812,True,254.91273786303046,108.15204357713638
20231202_2037,72.45590209960938,814.3236694335938,True,254.90583910773185,108.16823496634223
20231202_2045,70.21038818359375,818.2993774414062,True,254.9322204543207,108.14431469845293
20231202_2049,67.96487426757812,822.2750854492188,True,254.94162000880732,108.17175184908916
20231202_2054,65.7193603515625,826.2507934570312,True,254.96694140754624,108.39518740078387
20231202_2058,63.473846435546875,830.2265014648438,True,254.93794534949546,108.18956051361769
20231202_2102,61.22833251953125,834.2022094726562,True,254.94736369190957,108.19243072278331
20231202_2107,58.982818603515625,838.1779174804688,True,254.9545458621401,108.41539109927456
20231202_2115,56.7373046875,842.1536254882812,True,254.97075677275296,108.40927963555819
20231202_2119,54.491790771484375,846.1293334960938,True,254.97001365874698,108.18434815427196
20231202_2124,52.24627685546875,850.1050415039062,True,255.00630182421227,108.45015463224418
20231202_2128,50.000762939453125,854.0807495117188,True,254.98194813114284,108.40776777387187
20231202_2132,47.7552490234375,858.0564575195312,True,254.99920175076684,108.38984160582632
20231202_2137,45.509735107421875,862.0321655273438,True,254.93838361199516,108.44046797256712
20231202_2145,43.26422119140625,866.0078735351562,True,254.97301272679982,108.39314959146883
20231202_2149,41.018707275390625,869.9835815429688,True,254.9864754576192,108.39698298669967
20231202_2154,38.773193359375,873.9592895507812,True,254.99988339447648,108.3829145999085
20231202_2158,36.527679443359375,877.9349975585938,True,254.9865361845646,108.38006350687094
20231202_2202,34.28216552734375,881.9107055664062,True,255.00852937747203,108.39265630465394
20231202_2207,32.036651611328125,885.8864135742188,True,255.0079740238772,108.38293253921982
20231202_2215,29.791139602661133,889.8621215820312,True,254.93423967142255,108.40691949673126
20231202_2219,27.54562759399414,893.8378295898438,True,255.04693008027985,108.38097501906086
20231202_2224,25.30011558532715,897.8135375976562,True,255.03026497551176,108.37814176279579
20231202_2228,23.054603576660156,901.7892456054688,True,254.98168297736834,108.37712255900108
20231202_2232,20.809091567993164,905.7649536132812,True,255.04749390068886,108.38393369690012
20231202_2237,18.563579559326172,909.7406616210938,True,255.0431085517464,108.3821107583015
20231202_2245,16.31806755065918,913.7163696289062,True,255.06293124278466,108.6311559767677
20231202_2249,14.072555541992188,917.6920776367188,True,255.01891891891893,108.63016824771792
20231202_2254,11.827043533325195,921.6677856445312,True,254.99887889360252,108.39288949478461
20231202_2258,9.581531524658203,925.6434936523438,True,255.0714208846002,108.40364816874126
20231202_2302,7.336019515991211,929.6192016601562,True,255.0742079256755,108.4065966586256
20231202_2307,5.090507507324219,933.5949096679688,True,254.96312905279962,108.39339175045069
20231202_2315,2.8449952602386475,937.5706176757812,True,255.04765620795436,108.3822004556626
20231202_2319,0.5994830131530762,941.5463256835938,True,255.02925267095455,108.37329673385541
20231202_2324,-1.6460292339324951,945.5220336914062,True,255.03433276231647,108.39279083742163
20231202_2328,-3.8915414810180664,949.4977416992188,True,255.0634904975022,108.39277289971928
20231202_2332,-6.137053489685059,953.4734497070312,True,255.0575910595284,108.38883158583947
20231202_2337,-8.38256549835205,957.4491577148438,True,255.06069535531398,108.20917258107987
20231202_2345,-10.628077507019043,961.4248657226562,True,255.03813931794127,108.3821107583015
20231202_2349,-12.873589515686035,965.4005737304688,True,255.05578575400455,108.39387253583024
20231203_0002,-15.119101524353027,969.3762817382812,True,255.05852440163875,108.20373032415726
20231203_0007,-17.364614486694336,973.3519897460938,True,255.04240821266868,108.43022369659748
20231203_0015,-19.610126495361328,977.3276977539062,True,255.0315956901897,108.18083949640999
20231203_0019,-21.85563850402832,981.3034057617188,True,255.06151385544334,108.19190957121806
20231203_0024,-24.101150512695312,985.2791137695312,True,255.07307211974737,108.20062712823784
20231203_0028,-26.346662521362305,989.2548217773438,True,255.04941155331954,108.20931632378043
20231203_0032,-28.592174530029297,993.2305297851562,True,255.03181435053173,108.41739746417747
20231203_0037,-30.83768653869629,997.2062377929688,True,255.02847562178349,108.42924130758334
20231203_0045,-33.08319854736328,1001.1819458007812,True,255.06676172029125,108.4110172531296
20231203_0049,-35.328712463378906,1005.1576538085938,True,255.00183265357458,108.21318971557935
20231203_0054,-37.57422637939453,1009.1333618164062,True,254.9820174964899,108.01256435180186
20231203_0058,-39.819740295410156,1013.1090698242188,True,255.0098543850666,108.21994951536547
20231203_0102,-42.06525421142578,1017.0847778320312,True,255.03638765569676,108.17439833204523
20231203_0107,-44.310768127441406,1021.0604858398438,True,255.0355503247774,108.2064560180402
20231203_0115,-46.55628204345703,1025.0362548828125,True,255.03435759209344,108.19973944294699
20231203_0119,-48.801795959472656,1029.011962890625,True,255.01452088275465,108.18870857594709
20231203_0124,-51.04730987548828,1032.9876708984375,True,255.02378427919348,108.19257448873235
20231203_0128,-53.292823791503906,1036.96337890625,True,255.03302153812976,108.1907252158755
20231203_0132,-55.53833770751953,1040.9390869140625,True,255.0259970165885,108.18186229578907
20231203_0137,-57.783851623535156,1044.914794921875,True,254.97234724372592,107.99699348287905
20231203_0145,-60.02936553955078,1048.8905029296875,True,255.027514598573,108.04461899748968
20231203_0149,-62.274879455566406,1052.8662109375,True,255.01311937644797,108.26042096945098
20231203_0154,-64.52039337158203,1056.8419189453125,True,255.0079085878807,108.04847721444959
20231203_0158,-66.76590728759766,1060.817626953125,True,255.02657296090993,108.03189115254482
20231203_0202,-69.01142120361328,1064.7933349609375,True,255.0053090190442,108.21908911246855
20231203_0207,-71.2569351196289,1068.76904296875,True,255.04940181703697,108.07321219753531
20231203_0215,-73.50244903564453,1072.7447509765625,True,255.08003884158566,108.12237796818945
20231203_0219,-75.74796295166016,1076.720458984375,True,255.04722120018306,108.33033302522593
20231203_0224,-77.99347686767578,1080.6961669921875,True,255.05065681223533,108.12054594988267
20231203_0228,-80.2389907836914,1084.671875,True,255.0766305227383,108.12376148603694
20231203_0232,-82.48450469970703,1088.6475830078125,True,255.0475244141503,108.10800676222506
20231203_0237,-84.73001861572266,1092.623291015625,True,255.00773649255072,108.31793214862682
20231203_0245,-86.97553253173828,1096.5989990234375,True,255.00977271909952,108.12954471895566
20231203_0249,-89.2210464477539,1100.57470703125,True,255.0099003668801,108.11009999280627
20231203_0254,-91.46656036376953,1104.5504150390625,True,255.02930360113294,108.11691768196737
20231203_0258,-93.71207427978516,1108.526123046875,True,255.018329445541,108.3573299838507
20231203_0302,-95.95758819580078,1112.5018310546875,True,255.05322498183676,108.38489895864166
20231203_0307,-98.2031021118164,1116.4775390625,True,255.07214455881692,108.13635096866993
20231203_0315,-100.44861602783203,1120.4532470703125,True,255.06449640837536,108.13242711114707
20231203_0319,-102.69412994384766,1124.428955078125,True,255.03361020415485,108.38018011553227
20231203_0324,-104.93964385986328,1128.4046630859375,True,255.09372925450793,108.36606261774469
20231203_0328,-107.1851577758789,1132.38037109375,True,255.0656459656298,108.38800990205576
20231203_0332,-109.43067169189453,1136.3560791015625,True,255.07352162954857,108.38698190885363
20231203_0337,-111.67618560791016,1140.331787109375,True,255.07553414778536,108.38201209120427
20231203_0345,-113.92169952392578,1144.3074951171875,True,255.14378726920037,108.25099683885337
20231203_0349,-116.1672134399414,1148.283203125,True,255.12956968517705,108.41798552764901
20231203_0354,-118.41272735595703,1152.2589111328125,True,255.08551599221684,108.4182545304556
20231203_0358,-120.65824127197266,1156.234619140625,True,255.14253363168254,108.178811815347
20231203_0402,-122.90375518798828,1160.2103271484375,True,255.09800242402477,108.28435606230641
20231203_0407,-125.1492691040039,1164.18603515625,True,255.09835682649202,108.20856354832044
20231203_0415,-127.39478302001953,1168.1617431640625,True,255.16521193655345,108.48340353078233
20231203_0419,-129.64028930664062,1172.137451171875,True,255.12007826313285,108.31694773781851
20231203_0424,-131.88580322265625,1176.1131591796875,True,255.13750089740827,108.32965395936536
20231203_0428,-134.13131713867188,1180.0888671875,True,255.16319572180998,108.3462480596506
20231203_0432,-136.3768310546875,1184.0645751953125,True,255.11459684392563,107.93087080270932
20231203_0437,-138.62234497070312,1188.040283203125,True,255.03543714200933,108.11299241981459
20231203_0445,-140.86785888671875,1192.0159912109375,True,255.13831660424916,108.76825376963023
20231203_0449,-143.11337280273438,1195.99169921875,True,255.12848383002307,108.76171407118723
20231203_0454,-145.35888671875,1199.9674072265625,True,255.11701452513967,108.76240446927375
20231203_0502,-147.60440063476562,1203.943115234375,True,255.19253557683703,108.62032578537546
20231203_0507,-149.84991455078125,1207.9188232421875,True,255.22585544536764,108.81557223264541
20231203_0515,-152.09542846679688,1211.89453125,True,255.17136601277983,108.78136645962734
20231203_0519,-154.3409423828125,1215.8702392578125,True,255.16397529959517,108.78719582488092
20231203_0524,-156.58645629882812,1219.845947265625,True,255.18860558196047,108.81748740306615
20231203_0528,-158.83197021484375,1223.8216552734375,True,255.17884682398562,108.80276454872808
20231203_0532,-161.07748413085938,1227.79736328125,True,255.12066300317204,108.80086672921414
20231203_0537,-163.322998046875,1231.7730712890625,True,255.1504085047741,108.63846656345918
20231203_0545,-165.56851196289062,1235.748779296875,True,255.18775554024674,108.66221717230458
20231203_0549,-167.81402587890625,1239.7244873046875,True,255.16365344187503,108.67398130339491
20231203_0554,-170.05953979492188,1243.7001953125,True,255.17465563753953,108.83090061279546
20231203_0558,-172.3050537109375,1247.6759033203125,True,255.19065504135926,108.7129532752068
20231203_0602,-174.55056762695312,1251.651611328125,True,255.19509686421122,108.69450655599879
20231203_0607,-176.79608154296875,1255.6273193359375,True,255.19821178402205,108.95003881606539
20231203_0615,-179.04159545898438,1259.60302734375,True,255.21423076923077,108.68826475849731
20231203_0619,-181.287109375,1263.5787353515625,True,255.20166180705866,108.69421140189256
20231203_0624,-183.53262329101562,1267.554443359375,True,255.19087333512113,108.75732546705999
20231203_0628,-185.77813720703125,1271.5301513671875,True,255.19346794304562,108.76615808149876
20231203_0632,-188.02365112304688,1275.505859375,True,255.21449767608152,108.76678584197354
20231203_0637,-190.2691650390625,1279.4815673828125,True,255.18973284254457,108.54882362950822
20231203_0645,-192.51467895507812,1283.457275390625,True,255.19017747037694,108.79315675656355
20231203_0649,-194.76019287109375,1287.4329833984375,True,255.17747327398192,108.76333619364296
20231203_0654,-197.00570678710938,1291.40869140625,True,255.12826083069606,108.74595469255664
20231203_0658,-199.251220703125,1295.3843994140625,True,255.1592798526809,108.75397350401373
20231203_0702,-201.49673461914062,1299.360107421875,True,255.16995333702823,108.75342820874975
20231203_0707,-203.74224853515625,1303.3358154296875,True,255.13152201122912,108.74015663555413
20231203_0715,-205.98776245117188,1307.3115234375,True,255.1828182809344,108.78508105596168
20231203_0719,-208.2332763671875,1311.2872314453125,True,255.12186053163154,108.76937308950501
20231203_0724,-210.47879028320312,1315.262939453125,True,255.17477029780844,108.77115583997711
20231203_0728,-212.72430419921875,1319.2386474609375,True,255.13989387361312,108.82782155044576
20231203_0732,-214.96981811523438,1323.21435546875,True,255.23507969408905,108.81379994282038
20231203_0737,-217.21533203125,1327.1900634765625,True,255.20148287105275,108.83034525883247
20231203_0745,-219.46084594726562,1331.165771484375,True,255.10956614985926,108.7915821455699
20231203_0749,-221.70635986328125,1335.1414794921875,True,255.1722228177368,108.83333333333333
20231203_0754,-223.95187377929688,1339.1171875,True,255.15735305941948,108.81889165840279
20231203_0758,-226.1973876953125,1343.0928955078125,True,255.1515276040736,108.82597820260854
20231203_0802,-228.44290161132812,1347.068603515625,True,255.14395089963728,108.82001893973234
20231203_0807,-230.68841552734375,1351.0443115234375,True,255.20750538076143,108.85812651264143
20231203_0815,-232.93392944335938,1355.02001953125,True,255.15779454087195,108.77333178413743
20231203_0819,-235.179443359375,1358.9957275390625,True,255.1355022025251,108.80343468820644
20231203_0824,-237.42495727539062,1362.971435546875,True,255.09047325709082,108.89605485175564
20231203_0828,-239.67047119140625,1366.9471435546875,True,255.10355169551286,108.91533593380403
20231203_0832,-241.91598510742188,1370.9228515625,True,255.09802135790565,108.88099574984821
20231203_0837,-244.1614990234375,1374.8985595703125,True,255.10523402203611,108.88313184164002
20231203_0845,-246.40701293945312,1378.874267578125,True,255.12652937289013,108.85915480379374
20231203_0849,-248.65252685546875,1382.8499755859375,True,255.09188619787716,108.90336460778975
20231203_0854,-250.89804077148438,1386.82568359375,True,255.09543157180363,108.87143928705373
20231203_0858,-253.1435546875,1390.8013916015625,True,255.18064591182025,108.63842182032948
20231203_0902,-255.38906860351562,1394.777099609375,True,255.0962630338523,108.90087130409941
20231203_0907,-257.63458251953125,1398.7528076171875,True,255.12154088331573,108.69565139616836
20231203_0915,-259.8800964355469,1402.728515625,True,255.18236225544135,108.6719626419044
20231203_0919,-262.1256103515625,1406.7042236328125,True,255.12189168164383,108.72602090542486
20231203_0924,-264.3711242675781,1410.679931640625,True,255.1235989148283,108.93953915899193
20231203_0928,-266.61663818359375,1414.6556396484375,True,255.12487393908023,108.94854929539756
20231203_0932,-268.8621520996094,1418.63134765625,True,255.11547057140814,108.75228849317028
20231203_0937,-271.107666015625,1422.6070556640625,True,255.10811994850152,108.73644589085187
20231203_0945,-273.3531799316406,1426.582763671875,True,255.1118531631084,108.74076458176877
20231203_0949,-275.59869384765625,1430.5584716796875,True,255.12064371926687,108.73848010728655
20231203_0954,-277.8442077636719,1434.5341796875,True,255.12188632751815,108.94504758673642
20231203_0958,-280.0897216796875,1438.5098876953125,True,255.08204944784728,108.72437072472839
20231203_1002,-282.3352355957031,1442.485595703125,True,255.10764003755196,108.73364924672538
20231203_1007,-284.58074951171875,1446.4613037109375,True,255.1060024857605,108.72602090542486
20231203_1015,-286.8262634277344,1450.43701171875,True,255.12150126088744,108.7154418471554
20231203_1019,-289.07177734375,1454.4127197265625,True,255.1091050333503,108.92507567437251
20231203_1024,-291.3172912597656,1458.388427734375,True,255.07498594013623,108.91152551753689
20231203_1028,-293.56280517578125,1462.3641357421875,True,255.10633871975716,108.89480403535399
20231203_1032,-295.8083190917969,1466.33984375,True,255.14410257785886,108.72594937274783
20231203_1037,-298.0538330078125,1470.3155517578125,True,255.05404414722895,108.74203642280493
20231203_1045,-300.2993469238281,1474.291259765625,True,255.03826861347807,108.73006321474236
20231203_1049,-302.54486083984375,1478.2669677734375,True,255.07628884417616,108.71459870333109
20231203_1054,-304.7903747558594,1482.24267578125,True,255.05834957880992,108.7155580991898
20231203_1058,-307.035888671875,1486.2183837890625,True,255.06432863581085,108.72147506974748
20231203_1102,-309.2814025878906,1490.194091796875,True,255.09898399842314,108.50809038292687
20231203_1107,-311.52691650390625,1494.1697998046875,True,255.0752849053899,108.51008815940367
